Widzę	l|s|s|s|r_ieć
wysupłała	s|s|s|s|s|s|s|r_ć|d
zza	s|s|s
dekoltu	s|s|s|s|s|s|d
banknoty	s|s|s|s|s|s|s|d
dziesięciomarkowe	s|s|s|s|s|s|s|s|s|s|s|s|s|s|s|s|r_y
.	s

Wykluczenie	l|s|s|s|s|s|s|r_y|r_ć|d|d
alergenu	s|s|s|s|s|s|s|d
z	s
otoczenia	s|s|s|s|s|s|s|s|r_e
chorego	s|s|s|s|r_y|d|d
jest	r_b|r_y|r_ć|d
trudne	s|s|s|s|s|r_y
.	s

Przed	l|s|s|s|s
dom	s|s|s
nad	s|s|s
rzeczką	s|s|s|s|s|s|r_a
zajeżdża	s|s|s|s|s|s|s|s|r_ć
samochód	s|s|s|s|s|s|s|s
.	s

Społeczeństwo	l|s|s|s|s|s|s|s|s|s|s|s|s
i	s
państwo	s|s|s|s|s|s|s
nie	s|s|s
może	s|r_ó|r_c|d
dłużej	s|s|s|r_g|r_o|d
tolerować	s|s|s|s|s|s|s|s|s
swobody	s|s|s|s|s|s|r_a
wywrotowców	s|s|s|s|s|s|s|s|r_i|r_e|r_c
,	s
wichrzycieli	s|s|s|s|s|s|s|s|s|s|s|d
i	s
awanturników	s|s|s|s|s|s|s|s|s|s|d|d
.	s

To	l|s
szpital	s|s|s|s|s|s|s
,	s
a	s
to	s|s
łóżko	s|s|s|s|s
i	s
ona	s|s|d
w	s
nim	i_o|d|d
leży	s|s|s|r_eć
.	s

-	s
Ja	l|s
ich	r_o|r_n|d
nie	s|s|s
obgaduję	s|s|s|s|s|r_yw|r_a|r_ć
.	s

Złapał	l|s|s|s|s|r_ć
za	s|s
klamkę	s|s|s|s|s|r_a
.	s

Podobały	l|s|s|s|s|s|r_ć|d
jej	r_o|r_n|d
się	s|s|s
ogrody	s|s|s|r_ó|s|d
otaczające	s|s|s|s|s|s|r_ć|d|d|d
stare	s|s|s|s|r_y
wille	s|s|s|s|r_a
.	s

-	s
Dziękuję	l|s|s|s|s|r_ow|r_a|r_ć
!	s

-	s
Chrapie	l|s|s|s|s|r_a|r_ć
.	s

Nikt	l|s|s|s
nie	s|s|s
lubi	s|s|s|s|r_ć
spowiadać	s|s|s|s|s|s|s|s|s
się	s|s|s
u	s
niego	i_o|d|d|d|d
.	s

Narrator	l|s|s|s|s|s|s|s
zaczyna	s|s|s|s|s|s|s|r_ć
w	s
końcu	s|s|r_nie|s|d
rozumieć	s|s|s|s|s|s|s|s
,	s
że	s|s
to	s|s
jest	r_b|r_y|r_ć|d
telefon	s|s|s|s|s|s|s
do	s|s
niego	i_o|d|d|d|d
.	s

Andrzej	s|s|s|s|s|s|s
Lepper	s|s|s|s|s|s
miał	s|s|r_e|r_ć
zamówić	s|s|s|s|s|s|s
wiersze	s|s|s|s|s|s|d
podczas	s|s|s|s|s|s|s
swoich	s|s|r_ó|r_j|d|d
urodzin	s|s|s|s|s|s|s|r_y
.	s

Zaniżają	l|s|s|s|s|s|r_ć|d
lub	s|s|s
w	s
ogóle	s|s|s|r_ł|d
nie	s|s|s
wypłacają	s|s|s|s|s|s|s|r_ć|d
ekwiwalentów	s|s|s|s|s|s|s|s|s|s|d|d
za	s|s
niewykorzystane	d|d|d|s|s|s|s|s|s|s|s|s|s|r_ć|d
urlopy	s|s|s|s|s|d
.	s

Przepędźcie	l|s|s|s|s|s|s|r_z|d|s|r_ć
baby	s|s|s|r_a
!	s

Tego	l|d|d|s
sen	s|s|s
nie	s|s|s
pokazuje	s|s|s|s|s|r_yw|r_a|r_ć
.	s

-	s
Musisz	l|s|s|s|r_e|r_ć
.	s

Będzie	l|r_y|r_ć|d|d|d
szybciej	s|s|s|s|r_k|r_o|d|d
?	s

Usiadł	l|s|s|r_ą|r_ś|r_ć
,	s
nie	s|s|s
podając	s|s|s|s|r_w|r_a|r_ć
ręki	s|s|s|r_a
.	s

Oczywiście	l|s|s|s|s|s|s|s|s|s
,	s
określenie	s|s|s|s|s|s|s|s|s|s
to	s|r_en
jest	r_b|r_y|r_ć|d
bardzo	s|s|s|s|s|s
umowne	s|s|s|s|s|r_y
.	s

Był	l|s|r_ć
Szulkin	s|s|s|s|s|s|s
.	s

-	s
A	l
może	s|s|s|s
jemu	r_o|r_n|d|d
kocicy	s|s|s|s|s|r_a
zachciawszy	s|s|s|s|s|s|r_e|r_ć|d|d|d
sia	s|s|r_ę
?	s
!	s

Rodzice	l|s|s|s|s|s|d
ze	s|d
wzruszeniem	s|s|s|s|s|s|s|s|s|s|d
prezentowali	s|s|s|s|s|s|s|s|s|s|r_ć|d
dziennikarzom	s|s|s|s|s|s|s|s|s|s|s|d|d
swoje	s|s|r_ó|s|d
maleństwa	s|s|s|s|s|s|s|s|r_o
i	s
dziękowali	s|s|s|s|s|s|s|s|r_ć|d
za	s|s
pomoc	s|s|s|s|s
.	s

Była	l|s|r_ć|d
Marusia	s|s|s|s|s|s|s
.	s

Ludzie	r_cz|r_ł|r_o|r_w|s|s|r_k
chcieli	s|s|s|s|s|r_ć|d
tej	s|s|r_n
normalności	s|s|s|s|s|s|s|s|s|r_ć|d
,	s
nikt	s|s|s|s
nie	s|s|s
strajkował	s|s|s|s|s|s|s|s|s|r_ć
z	s
lekkim	s|s|s|s|s|d
sercem	s|s|s|s|s|d
.	s

-	s
Dokładnie	l|s|s|s|s|s|s|s|s
sprawdzamy	s|s|s|s|s|s|s|s|r_ć|d
ten	s|s|s
przypadek	s|s|s|s|s|s|s|s|s
.	s

W	l
opisywanej	s|s|s|s|s|s|s|r_ć|d|d
już	s|s|s
szczegółowo	s|s|s|s|s|s|s|s|s|s|s
scenie	s|s|s|s|r_a|d
przy	s|s|s|s
stole	s|s|r_ó|r_ł|d
każda	s|s|s|s|r_y
mówi	s|s|s|s|r_ć
w	s
innym	s|s|s|s|d
języku	s|s|s|s|s|d
.	s
.	s
.	s

-	s
Wypalił	l|s|s|s|s|s|r_ć
em	r_by|r_ć
.	s

Rohan	s|s|s|s|s
widział	s|s|s|s|s|r_e|r_ć
błyskanie	s|s|s|s|s|s|r_ć|d|d
świateł	s|s|s|s|s|r_ł|r_o
korytarza	s|s|s|s|s|s|s|s|d
w	s
jego	r_o|r_n|d|d
szkłach	s|s|s|s|r_o|d|d
.	s

Co	l|s
teraz	s|s|s|s|s
będzie	s|r_y|r_ć|d|d|d
dalej	s|s|s|s|r_ko
?	s

Decyzje	l|s|s|s|s|s|r_a
personalne	s|s|s|s|s|s|s|s|s|r_y
,	s
które	s|s|s|s|r_y
trudno	s|s|s|s|s|s
odwrócić	s|s|s|s|s|s|s|s
.	s

Przez	l|s|s|s|s
jakiś	s|s|s|s|s
czas	s|s|s|s
Fu	s|s
Czau	s|s|s|s
szeptem	s|s|s|s|s|d|d
rozmawiał	s|s|s|s|s|s|s|s|r_ć
z	s
ojcem	s|s|s|i_i|r_c
.	s

Przyjdziesz	l|s|s|s|s|r_ś|r_ć|d|d|d|d
dziś	s|s|s|s
po	s|s
obiedzie	s|s|s|r_a|s|d|d|d
?	s

Są	r_by|r_ć
to	s|s
Singapur	s|s|s|s|s|s|s|s
i	s
Jordania	s|s|s|s|s|s|s|s
.	s

W	l
zimną	s|s|s|s|r_y
wodę	s|s|s|r_a
by	s|s
trzeba	s|s|s|s|s|s
.	s

Ale	l|s|s
wtedy	s|s|s|s|s
mówił	s|s|s|s|r_ć
em	r_by|r_ć
po	s|s
prostu	s|s|s|s|s|r_y
,	s
że	s|s
będzie	s|r_y|r_ć|d|d|d
gorzej	r_ź|r_l|d|d|s|d
.	s

Chodź	l|s|s|s|r_zić
zobaczyć	s|s|s|s|s|s|s|s
.	s

Czytasz	l|s|s|s|s|r_ć|d
te	s|s|r_n
słowa	s|s|s|s|r_o
.	s

-	s
Już	l|s|s
kończę	s|s|s|s|s|r_yć
.	s

Zaczynam	l|s|s|s|s|s|s|r_ć
pracę	s|s|s|s|r_a
nad	s|s|s
nowym	s|s|s|s|d
spektaklem	s|s|s|s|s|s|s|s|d|d
.	s

W	l
tym	s|r_e|r_n
kraju	s|s|s|s|d
chirurgia	s|s|s|s|s|s|s|s|s
zupełnie	s|s|s|s|s|s|s|s
się	s|s|s
nie	s|s|s
opłaca	s|s|s|s|s|s|r_ć
.	s

Wracając	l|s|s|s|s|r_ć|d|d
zauważył	s|s|s|s|s|s|s|r_ć
em	r_by|r_ć
,	s
że	s|s
dziewczyna	s|s|s|s|s|s|s|s|s|s
osuwa	s|s|s|s|s|r_ć
się	s|s|s
ze	s|d
stołka	s|s|s|s|i_e|d
.	s

Cóż	l|s|s
znaczyło	s|s|s|s|s|s|r_ć|d
ośmiu	s|r_s|r_i|r_e|r_m
ludzi	r_cz|r_ł|r_o|r_w|s|r_ek
wobec	s|s|s|s|s
zbrojnych	s|s|s|s|s|s|s|d|d
i	s
groźnych	s|s|s|s|s|s|d|d
tysięcy	s|s|s|s|r_ą|s|d
?	s

A	l
znał	s|s|s|r_ć
arytmetykę	s|s|s|s|s|s|s|s|s|r_a
?	s

I	l
co	s|s
załatwił	s|s|s|s|s|s|s|r_ć
?	s

Sięgnął	l|s|s|s|s|s|r_ć
do	s|s
kontaktu	s|s|s|s|s|s|s|d
.	s

Radosny	l|s|s|s|s|s|s
uśmiech	s|s|s|s|s|s|s
nie	s|s|s
gościł	s|s|s|s|s|r_ć
jednak	s|s|s|s|s|s
na	s|s
twarzy	s|s|s|s|s|d
pana	s|s|s|d
Adama	s|s|s|s|d
.	s

Wiele	l|s|s|s|s
projektował	s|s|s|s|s|s|s|s|s|s|r_ć
em	r_by|r_ć
,	s
sporo	s|s|s|s|s
podróżował	s|s|s|s|s|s|s|s|s|r_ć
em	r_by|r_ć
.	s

Przegrała	l|s|s|s|s|s|s|r_ć|d
m	r_być
po	s|s
raz	s|s|s
kolejny	s|s|s|s|s|s|s
.	s

–	s
grenat	s|s|s|s|s|s
to	s|s
będzie	s|r_y|r_ć|d|d|d
granat	s|s|s|s|s|s
.	s

A	l
może	s|s|s|s
,	s
gdyby	s|s|s|s|s
m	r_być
się	s|s|s
przemógł	s|s|s|s|s|s|r_c|d
,	s
potłumił	s|s|s|s|s|s|s|r_ć
by	s|s
m	r_być
jej	r_o|r_n|d
zaklęcia	s|s|s|s|s|s|s|r_e
?	s

Wystarczyło	l|s|s|s|s|s|s|s|s|r_ć|d
paru	s|s|s|r_ę
lat	r_r|r_o|r_k
,	s
aby	s|s|s
konkret	s|s|s|s|s|s|s
został	s|s|s|s|s|r_ć
wyklęty	s|s|s|s|r_ą|r_ć|d
.	s

-	s
To	l|s
nasza	s|s|s|s|d
wina	s|s|s|s
.	s

Nie	l|s|s
znaleziono	s|s|s|s|s|r_ź|r_ć|d|d|d
ciała	s|s|s|s|r_o
.	s

Ktoś	l|s|s|s
za	s|s
plecami	s|s|s|s|r_y|d|d
Bogorii	s|s|s|s|s|s|r_a
westchnął	s|s|s|s|s|s|s|s|r_ć
rzewnie	s|s|s|s|s|s|s
.	s

Obecnie	l|s|s|s|s|s|s
pracuje	s|s|s|s|r_ow|r_a|r_ć
u	s
dwóch	s|s|r_a|d|d
kobiet	s|s|s|s|s|s|r_a
.	s

Potem	l|s|s|s|s
wrócili	s|s|s|s|s|r_ć|d
.	s

Kto	l|s|s
wygrał	s|s|s|s|s|r_ć
wybory	s|s|s|s|s|s
samorządowe	s|s|s|s|s|s|s|s|s|s|r_y
?	s

W	l
gasnącym	s|s|s|s|s|r_ć|d|d
świetle	s|s|s|r_a|s|r_ł|r_o
rakiety	s|s|s|s|s|s|r_a
uniosły	s|s|s|r_e|r_ś|r_ć|d
się	s|s|s
zaciśnięte	s|s|s|s|r_s|s|r_ą|r_ć|d|d
pięści	s|s|s|s|r_ć|d
.	s

Nie	l|s|s
puszczamy	s|s|s|s|s|s|s|r_ć|d
w	s
powietrze	s|s|s|s|s|s|s|s|s
materiałów	s|s|s|s|s|s|s|s|d|d
obciążających	s|s|s|s|s|s|s|r_ć|d|d|d|d|d
.	s

Zakrzewski	s|s|s|s|s|s|s|s|s|s
stał	s|s|s|r_ć
już	s|s|s
na	s|s
miejscu	s|s|s|s|s|s|r_e
z	s
kubkiem	s|s|s|d|d|s|r_k
.	s

-	s
Tak	l|s|s
pomyślała	s|s|s|s|s|s|r_e|r_ć|d
.	s

Sasza	s|s|s|s|s
przystanął	s|s|s|s|s|s|s|s|s|r_ć
.	s

Chciał	l|s|s|s|r_e|r_ć
by	s|s
m	r_być
ofiarować	s|s|s|s|s|s|s|s|s
je	r_o|r_n
Sally	s|s|s|s|s
.	s

–	s
a	s
czy	s|s|s
jakaś	s|s|s|r_i|s
historia	s|s|s|s|s|s|s|s
łączy	s|s|s|s|s|r_ć
się	s|s|s
z	s
tą	s|r_en
sową	s|s|s|r_a
?	s

Jednak	l|s|s|s|s|s
do	s|s
dziś	s|s|s|s
ta	s|r_en
sugestia	s|s|s|s|s|s|s|s
pozostaje	s|s|s|s|s|s|s|r_wa|r_ć
wysoce	s|s|s|s|s|s
spekulatywna	s|s|s|s|s|s|s|s|s|s|s|r_y
.	s

-	s
Czy	l|s|s
chce	s|s|s|i_i|r_ć
otrzymać	s|s|s|s|s|s|s|s
azyl	s|s|s|s
w	s
Danii	s|s|s|s|r_a
?	s

Tym	l|s|s
częściej	s|s|s|r_s|r_t|r_o|d|d
zadają	s|s|s|s|r_wa|r_ć
pytania	s|s|s|s|s|s|r_e
.	s

Był	l|s|r_ć
wzywany	s|s|s|s|s|r_ć|d
do	s|s
Seneki	s|s|s|s|s|r_a
.	s
.	s
.	s

„	s
Pogadam	l|s|s|s|s|s|r_ć
ze	s|d
Stanleyem	s|s|s|s|s|s|s|d|d
.	s

Rzadko	l|s|s|s|s|s
je	r_o|r_n
to	s|s
uszczęśliwia	s|s|s|s|s|s|s|s|s|s|s|s|r_ć
,	s
często	s|s|s|s|s|s
się	s|s|s
buntują	s|s|s|s|r_ow|r_a|r_ć
i	s
wtedy	s|s|s|s|s
cała	s|s|s|r_y
rodzina	s|s|s|s|s|s|s
ma	s|r_ieć
problemy	s|s|s|s|s|s|s|d
.	s

Zacierał	l|s|s|s|s|s|s|r_ć
em	r_by|r_ć
ręce	s|s|r_k|r_a
.	s

Berlińczykom	l|s|s|s|s|s|s|s|s|s|d|d
spodobała	s|s|s|s|s|s|s|r_ć|d
się	s|s|s
ta	s|r_en
otwartość	s|s|s|s|s|s|s|s|s
.	s

W	l
zeszłym	s|s|s|s|s|s|d
roku	s|s|s|d
w	s
Cieszynie	s|s|s|s|s|s|s|d|d
zawiązał	s|s|s|s|s|s|s|r_ć
się	s|s|s
CKH	s|s|s
i	s
występował	s|s|s|s|s|s|s|s|s|r_ć
w	s
naszej	s|s|s|s|d|d
II	s|s
lidze	s|s|r_g|r_a|d
.	s

W	l
Tczewie	s|s|s|s|s|d|d
w	s
Radzie	l|s|s|r_a|d|d
Miejskiej	l|s|s|s|s|s|s|d|d
zasiada	s|s|s|s|s|s|s|r_ć
23	s|s
radnych	s|s|s|s|s|d|d
.	s

-	s
Czytał	l|s|s|s|s|r_ć
em	r_by|r_ć
w	s
gazecie	s|s|s|s|r_t|r_a|d
.	s

Wyszli	l|s|r_j|r_ś|r_ć|d
po	s|s
godzinie	s|s|s|s|s|s|r_a|d
.	s

-	s
Pan	l|s|s
Tadzio	s|s|s|s|s|s
buja	s|s|s|s|r_ć
tylko	s|s|s|s|s
o	s
rybach	s|s|s|s|d|d
.	s

Franek	s|s|s|s|s|s
zaśmiał	s|s|s|s|s|s|r_ć
się	s|s|s
tak	s|s|s
serdecznie	s|s|s|s|s|s|s|s|s|s
,	s
że	s|s
aż	s|s
mu	r_o|r_n
trzy	s|s|s|s
popielniczki	s|s|s|s|s|s|s|s|s|s|s|r_a
spadły	s|s|s|r_ś|r_ć|d
na	s|s
podłogę	s|s|s|s|s|s|r_a
.	s

Podobno	l|s|s|s|s|s|s
kilku	s|s|s|s|r_a
wrogich	s|s|s|s|s|d|d
parafian	s|s|s|s|s|s|s|s|r_in
uprzykrzało	s|s|s|s|s|s|s|s|s|r_ć|d
mu	r_o|r_n
życie	s|s|s|s|s
.	s

Może	l|r_ó|r_c|d
ich	r_o|r_n|d
zgubić	s|s|s|s|s|s
choćby	s|s|s|s|s|s
zapach	s|s|s|s|s|s
palącego	s|s|s|r_i|r_ć|d|d|d
papierosy	s|s|s|s|s|s|s|s|d
.	s

Usiedli	l|s|s|r_ą|r_ś|r_ć|d
obydwaj	s|s|s|s|s|s|d
przy	s|s|s|s
herbacie	s|s|s|s|s|r_t|r_a|d
zaparzonej	s|s|s|s|s|s|r_y|r_ć|d|d
w	s
grubych	s|s|s|s|s|d|d
szklankach	s|s|s|s|s|s|s|s|d|d
.	s

Internetowego	l|s|s|s|s|s|s|s|s|s|r_y|d|d
pirata	s|s|s|s|s|d
złapała	s|s|s|s|s|r_ć|d
łódzka	s|s|s|s|s|r_i
policja	s|s|s|s|s|s|s
.	s

I	l
ojciec	s|s|s|s|s|s
szedł	r_i|r_ś|r_ć|d|d
.	s

-	s
Ale	l|s|s
ty	s|s
w	s
Boga	s|r_ó|s|d
nie	s|s|s
wierzysz	s|s|s|s|s|s|r_ć|d
.	s

Do	l|s
dzisiaj	s|s|s|s|s|s|s
pamięta	s|s|s|s|s|s|s|r_ć
tamte	s|s|s|s|s|r_n
myśli	s|s|s|s|d
.	s

Wyschły	l|s|s|s|s|r_ną|r_ć
źródła	s|s|s|s|s|r_o
.	s

Na	l|s
dole	s|r_ó|r_ł|d
jest	r_b|r_y|r_ć|d
moja	s|r_ó|s|d
prywatna	s|s|s|s|s|s|s|r_y
plaża	s|s|s|s|s
.	s

Zawód	l|s|s|s|s
odmalował	s|s|s|s|s|s|s|s|r_ć
się	s|s|s
na	s|s
twarzy	s|s|s|s|s|d
Feliksa	s|s|s|s|s|s|d
.	s

Prowadził	l|s|s|s|s|s|s|s|r_ć
też	s|s|s
agencję	s|s|s|s|s|s|r_a
reklamową	s|s|s|s|s|s|s|s|r_y
.	s

Rozległ	l|s|s|s|s|r_c|d
się	s|s|s
śmiech	s|s|s|s|s|s
i	s
posypały	s|s|s|s|s|s|r_ć|d
się	s|s|s
żarty	s|s|s|s|d
i	s
powieści	s|s|s|s|s|s|r_ć|d
,	s
i	s
czas	s|s|s|s
umykał	s|s|s|s|s|r_ć
,	s
a	s
z	s
nim	i_o|d|d
wynosili	s|s|s|s|s|s|r_ć|d
się	s|s|s
powoli	s|s|s|s|s|s
ze	s|d
sklepu	s|s|s|s|s|d
chłopi	s|s|s|s|s|d
,	s
aż	s|s
pozostał	s|s|s|s|s|s|s|r_ć
w	s
nim	i_o|d|d
tylko	s|s|s|s|s
Grzymek	s|s|s|s|s|s|s
i	s
Tomek	s|s|s|s|s
.	s

to	s|s
jest	r_b|r_y|r_ć|d
pryszcz	s|s|s|s|s|s|s
.	s
.	s

-	s
Kogo	l|r_t|d|s
oskarżać	s|s|s|s|s|s|s|s
mam	s|r_ie|r_ć
?	s

W	l
ich	r_o|r_n|d
miejsce	s|s|s|s|s|s|s
wchodzi	s|s|s|s|s|s|s|r_ć
na	s|s
ogół	s|s|s|s
religia	s|s|s|s|s|s|s
,	s
często	s|s|s|s|s|s
w	s
formie	s|s|s|s|r_a|d
takiego	s|s|s|s|d|d|d
czy	s|s|s
innego	s|s|s|r_y|d|d
fundamentalizmu	s|s|s|s|s|s|s|s|s|s|s|s|s|s|d
.	s

Nie	l|s|s
chciał	s|s|s|s|r_e|r_ć
em	r_by|r_ć
panu	s|s|s|d
zaszkodzić	s|s|s|s|s|s|s|s|s|s
.	s

–	s
Nie	l|s|s
wiem	s|s|s|r_dzieć
.	s

Oczywiście	l|s|s|s|s|s|s|s|s|s
można	s|s|s|s|s
ośmieszyć	s|s|s|s|s|s|s|s|s
wszystko	s|s|s|s|s|s|s|s
i	s
siebie	s|s|s|s|s|s
też	s|s|s
.	s

Zawahała	l|s|s|s|s|s|r_ć|d
się	s|s|s
na	s|s
moment	s|s|s|s|s|s
.	s

Co	l|s
mi	r_j|r_a
proponujesz	s|s|s|s|s|s|r_o|r_w|r_a|r_ć|d
?	s

Trzeba	l|s|s|s|s|s
obecnie	s|s|s|s|s|s|s
więcej	s|s|s|s|s|s
uwagi	s|s|s|s|r_a
zwrócić	s|s|s|s|s|s|s
na	s|s
urbanistykę	s|s|s|s|s|s|s|s|s|s|r_a
.	s

Ani	l|s|s
mu	r_o|r_n
się	s|s|s
śniło	s|s|s|r_ć|d
opowiadać	s|s|s|s|s|s|s|s|s
o	s
słonecznej	s|s|s|s|s|s|s|s|r_y|d
wiośnie	s|s|s|r_s|s|r_a|d
.	s

Deser	l|s|s|s|s
zostanie	s|s|s|s|s|r_ć|d|d
podany	s|s|s|s|r_ć|d
po	s|s
sprzątnięciu	s|s|s|s|s|s|s|r_ą|r_ć|d|d|d
talerza	s|s|s|s|s|s|d
głównego	s|s|s|s|s|r_y|d|d
.	s

–	s
kto	s|s|s
zaryzykował	s|s|s|s|s|s|s|s|s|s|r_ć
?	s

Tak	l|s|s
samo	s|s|s|s
myślą	s|s|s|s|r_eć
mieszkańcy	s|s|s|s|s|s|s|r_nie|s|d
.	s

A	l
jak	s|s|s
wycenić	s|s|s|s|s|s|s
straty	s|s|s|s|s|r_a
na	s|s
zdrowiu	s|s|s|s|s|s|r_e
?	s

A	l
dlaczego	s|s|s|s|s|s|s|s
małżeństwo	s|s|s|s|s|s|s|s|s|s
z	s
Szymonem	s|s|s|s|s|s|d|d
miało	s|s|r_e|r_ć|d
by	s|s
kolidować	s|s|s|s|s|s|s|s|s
z	s
tymi	s|r_e|r_n|d
planami	s|s|s|s|d|d|d
?	s

Uklękła	l|s|s|s|s|r_ną|r_ć
.	s
.	s
.	s

-	s
Wolał	l|s|s|r_e|r_ć
by	s|s
m	r_być
o	s
tym	s|r_o|d
nie	s|s|s
mówić	s|s|s|s|s
.	s

W	l
każdej	s|s|s|s|r_y|d
chwili	s|s|s|s|s|r_a
mogę	s|r_ó|r_c|d
zostać	s|s|s|s|s|s
szoferem	s|s|s|s|s|s|d|d
w	s
Prezydium	l|s|s|s|s|s|s|s|s
Rady	l|s|s|r_a
Ministrów	l|s|s|s|s|s|i_e|d|d
.	s

Tak	l|s|s
jak	s|s|s
w	s
ubiegłym	s|s|s|s|s|s|s|d
roku	s|s|s|d
może	s|r_ó|r_c|d
nie	s|s|s
starczyć	s|s|s|s|s|s|s|s
pieniędzy	s|s|s|s|s|r_ą|s|s|d
na	s|s
grudniowe	s|s|s|s|s|s|s|s|r_y
pensje	s|s|s|s|s|r_a
dla	s|s|s
nauczycieli	s|s|s|s|s|s|s|s|s|s|d
.	s

Piękny	l|s|s|s|s|s
Lolo	s|s|s|s
z	s
trudem	s|s|s|s|d|d
dźwignął	s|s|s|s|s|s|s|r_ć
się	s|s|s
na	s|s
nogi	s|s|s|r_a
.	s

Podróżujący	l|s|s|s|s|s|r_o|r_w|r_a|r_ć|d
pierwszą	s|s|s|s|s|s|s|r_y
klasą	s|s|s|s|r_a
będą	s|r_y|r_ć|d
odtąd	s|s|s|s|s
mogli	s|r_ó|r_c|d|d
wypoczywać	s|s|s|s|s|s|s|s|s|s
podczas	s|s|s|s|s|s|s
lotu	s|s|s|d
na	s|s
rozkładanych	s|s|s|s|s|s|s|s|r_ć|d|d|d
podwójnych	s|s|s|s|s|s|s|s|d|d
siedzeniach	s|s|s|s|s|s|s|s|r_e|d|d
.	s

Partyzanci	l|s|s|s|s|s|s|s|r_t|d
nie	s|s|s
przyjechali	s|s|s|s|s|s|s|s|s|r_ć|d
.	s

-	s
A	l
kto	s|s|s
ci	r_t|r_y
o	s
nich	i_o|d|d|d
powiedział	s|s|s|s|s|s|s|s|r_e|r_ć
?	s

Wystarczy	l|s|s|s|s|s|s|s|s|r_ć
wybrać	s|s|s|s|s|s
dwa	s|s|s
dobre	s|s|s|s|r_y
,	s
by	s|s
pokryć	s|s|s|s|s|s
ogniem	s|s|d|s|s|r_ń
wszystkie	s|s|s|s|s|s|i_e|d|d
wyjścia	s|s|s|s|s|s|r_e
.	s

Zaczyna	l|s|s|s|s|s|s|r_ć
się	s|s|s
.	s

Nie	l|s|s
mogła	s|r_ó|r_c|d|d
trafić	s|s|s|s|s|s
lepiej	r_do|r_b|r_r|r_z|s|d
.	s

cały	s|s|s|s
czas	s|s|s|s
mieli	s|s|s|r_ć|d
śmy	r_b|r_y|r_ć
Rafała	s|s|s|s|s|d
ten	s|s|s
tapczan	s|s|s|s|s|s|s
.	s

Dla	l|s|s
mnie	r_j|r_a|d|d
to	s|s
bujda	s|s|s|s|s
na	s|s
resorach	s|s|s|s|s|d|d|d
.	s

Nikt	l|s|s|s
nie	s|s|s
jest	r_b|r_y|r_ć|d
doskonały	s|s|s|s|s|s|s|s|s
.	s

majteczek	s|s|s|s|s|s|s|r_k|r_i
jeszcze	s|s|s|s|s|s|s
nie	s|s|s
robiła	s|s|s|s|r_ć|d
m	r_być
.	s
.	s

co	s|s
ja	s|s
mam	s|r_ie|r_ć
?	s

Ach	l|s|s
,	s
od	s|s
dawna	s|s|s|s|r_y
to	s|s
m	r_być
już	s|s|s
czuł	s|s|s|r_ć
!	s

Wędrował	l|s|s|s|s|s|s|r_ć
po	s|s
Tatrach	s|s|s|s|r_y|d|d
od	s|s
1914	s|s|s|s
r.	s|r_ok
,	s
wspinał	s|s|s|s|s|s|r_ć
się	s|s|s
od	s|s
1924	s|s|s|s
.	s

Niedługo	l|s|s|s|s|s|s|s
kasa	s|s|s|s
popłynie	s|s|s|s|s|s|r_ą|r_ć
jeszcze	s|s|s|s|s|s|s
większym	r_d|r_u|r_ż|d|d|d|s|d
strumieniem	s|s|s|s|s|s|s|r_ń|d|d|d
.	s

Bo	l|s
nie	s|s|s
potrafi	s|s|s|s|s|s|s|r_ć
usiąść	s|s|s|s|s|s
normalnie	s|s|s|s|s|s|s|s|s
na	s|s
sedesie	s|s|s|s|s|d|d
.	s

O	l
zawilgoceniu	s|s|s|s|s|s|s|s|d|d|s|r_ć
gruntu	s|s|s|s|s|d
i	s
budynków	s|s|s|s|s|i_e|d|d
informowali	s|s|s|s|s|s|s|s|s|r_ć|d
jedynie	s|s|s|s|s|s|s
archeolodzy	s|s|s|s|s|s|s|s|r_g|d|d
prowadzący	s|s|s|s|s|s|s|r_i|r_ć|d
wykopaliska	s|s|s|s|s|s|s|s|s|s|r_o
na	s|s
starówce	s|s|s|s|s|s|r_k|r_a
.	s

Bo	l|s
tylko	s|s|s|s|s
on	s|s
pracuje	s|s|s|s|r_ow|r_a|r_ć
w	s
całym	s|s|s|s|d
przedsiębiorstwie	s|s|s|s|s|s|s|s|s|s|s|s|s|s|s|r_o|d
.	s

Władze	l|s|s|s|s|r_a
bały	s|s|r_ć|d
się	s|s|s
tam	s|s|s
zaglądać	s|s|s|s|s|s|s|s
,	s
a	s
jedyne	s|s|s|s|s|r_y
prawo	s|s|s|s|s
wyznaczał	s|s|s|s|s|s|s|s|r_ć
pistolet	s|s|s|s|s|s|s|s
czy	s|s|s
karabin	s|s|s|s|s|s|s
.	s

Zauważył	l|s|s|s|s|s|s|r_ć
Sielecki	s|s|s|s|s|s|s|s
.	s

Stary	l|s|s|s|s
znowu	s|s|s|s|s
milczał	s|s|s|s|s|r_e|r_ć
jakiś	s|s|s|s|s
czas	s|s|s|s
.	s

-	s
Przepraszam	l|s|s|s|s|s|s|s|s|s|r_ć
,	s
jeżeli	s|s|s|s|s|s
źle	s|s|s
